Image_ID,Age,Gender,Race
25_1_1_20170112193002220,25,1,1
25_1_1_20170112205034330,25,1,1
25_1_1_20170112205043660,25,1,1
25_1_1_20170112205059883,25,1,1
25_1_1_20170112205103738,25,1,1
25_1_1_20170112205114916,25,1,1
25_1_1_20170112205151018,25,1,1
25_1_1_20170112205154091,25,1,1
25_1_1_20170112205156233,25,1,1
25_1_1_20170112205157395,25,1,1
25_1_1_20170112205209506,25,1,1
25_1_1_20170112205215428,25,1,1
25_1_1_20170112205216610,25,1,1
25_1_1_20170112215304176,25,1,1
25_1_1_20170112224716002,25,1,1
25_1_1_20170112230445064,25,1,1
25_1_1_20170112230535427,25,1,1
25_1_1_20170112230722548,25,1,1
25_1_1_20170112230805931,25,1,1
25_1_1_20170112231455093,25,1,1
25_1_1_20170112231543709,25,1,1
25_1_1_20170112233635032,25,1,1
25_1_1_20170112234214983,25,1,1
25_1_1_20170112235005249,25,1,1
25_1_1_20170112235032674,25,1,1
25_1_1_20170112235100153,25,1,1
25_1_1_20170112235102049,25,1,1
25_1_1_20170112235103240,25,1,1
25_1_1_20170112235144082,25,1,1
25_1_1_20170113001625270,25,1,1
25_1_1_20170113001941650,25,1,1
25_1_1_20170113005424686,25,1,1
25_1_1_20170113011500969,25,1,1
25_1_1_20170113011522470,25,1,1
25_1_1_20170113011541030,25,1,1
25_1_1_20170113011606928,25,1,1
25_1_1_20170113180645637,25,1,1
25_1_1_20170113183706142,25,1,1
25_1_1_20170114024700519,25,1,1
25_1_1_20170114024756550,25,1,1
25_1_1_20170114030227321,25,1,1
25_1_1_20170114030648255,25,1,1
25_1_1_20170114030910094,25,1,1
25_1_1_20170114031711223,25,1,1
25_1_1_20170114032215402,25,1,1
25_1_1_20170116001314901,25,1,1
25_1_1_20170116001332046,25,1,1
25_1_1_20170116001337504,25,1,1
25_1_1_20170116001414790,25,1,1
25_1_1_20170116001921217,25,1,1
25_1_1_20170116001936456,25,1,1
25_1_1_20170116001945041,25,1,1
25_1_1_20170116002112614,25,1,1
25_1_1_20170116003155558,25,1,1
25_1_1_20170116003157389,25,1,1
25_1_1_20170116003216605,25,1,1
25_1_1_20170116003230778,25,1,1
25_1_1_20170116003258343,25,1,1
25_1_1_20170116003309994,25,1,1
25_1_1_20170116003311354,25,1,1
25_1_1_20170116003320107,25,1,1
25_1_1_20170116003425155,25,1,1
25_1_1_20170116162433766,25,1,1
25_1_1_20170116171043499,25,1,1
25_1_1_20170116175304948,25,1,1
25_1_1_20170116223020576,25,1,1
25_1_1_20170116223829647,25,1,1
25_1_1_20170117010028966,25,1,1
25_1_1_20170117014005144,25,1,1
25_1_1_20170117125908204,25,1,1
25_1_1_20170117135941266,25,1,1
25_1_1_20170117140352370,25,1,1
25_1_1_20170117140407096,25,1,1
25_1_1_20170117142659506,25,1,1
25_1_1_20170117142853127,25,1,1
25_1_1_20170117151909157,25,1,1
25_1_1_20170117154035392,25,1,1
25_1_1_20170117164610754,25,1,1
25_1_1_20170117170628763,25,1,1
25_1_1_20170117171908418,25,1,1
25_1_1_20170117192036085,25,1,1
25_1_1_20170117195334509,25,1,1
25_1_2_20161219194224315,25,1,2
25_1_2_20161219194415803,25,1,2
25_1_2_20170103183748779,25,1,2
25_1_2_20170104015630471,25,1,2
25_1_2_20170104015640427,25,1,2
25_1_2_20170104015651372,25,1,2
25_1_2_20170104015838780,25,1,2
25_1_2_20170104015850244,25,1,2
25_1_2_20170104020239939,25,1,2
25_1_2_20170104020339110,25,1,2
25_1_2_20170104020610884,25,1,2
25_1_2_20170104020655188,25,1,2
25_1_2_20170104020903060,25,1,2
25_1_2_20170104021040316,25,1,2
25_1_2_20170104021048828,25,1,2
25_1_2_20170104021412148,25,1,2
25_1_2_20170104021933189,25,1,2
25_1_2_20170104021935245,25,1,2
25_1_2_20170104021958662,25,1,2
25_1_2_20170104022416501,25,1,2
25_1_2_20170104022723237,25,1,2
25_1_2_20170104022753590,25,1,2
25_1_2_20170104022809304,25,1,2
25_1_2_20170104200556817,25,1,2
25_1_2_20170105161718771,25,1,2
25_1_2_20170107213811324,25,1,2
25_1_2_20170116002224696,25,1,2
25_1_2_20170116003442393,25,1,2
25_1_2_20170116161500037,25,1,2
25_1_2_20170116162532991,25,1,2
25_1_2_20170116162822749,25,1,2
25_1_2_20170116162834422,25,1,2
25_1_2_20170116165425465,25,1,2
25_1_2_20170116165435737,25,1,2
25_1_2_20170116165453584,25,1,2
25_1_2_20170116165500425,25,1,2
25_1_2_20170116170355441,25,1,2
25_1_2_20170116173206933,25,1,2
25_1_2_20170116174810385,25,1,2
25_1_2_20170116174820922,25,1,2
25_1_2_20170116174823428,25,1,2
25_1_2_20170116174825431,25,1,2
25_1_2_20170116174831551,25,1,2
25_1_2_20170116174834599,25,1,2
25_1_2_20170116174838291,25,1,2
25_1_2_20170116174845535,25,1,2
25_1_2_20170116174847586,25,1,2
25_1_2_20170116174850070,25,1,2
25_1_2_20170116174852261,25,1,2
25_1_2_20170116175124189,25,1,2
25_1_2_20170116175126325,25,1,2
25_1_2_20170116175148849,25,1,2
25_1_2_20170116175222886,25,1,2
25_1_2_20170116175237465,25,1,2
25_1_2_20170116175239383,25,1,2
25_1_2_20170116175240492,25,1,2
25_1_2_20170116175241325,25,1,2
25_1_2_20170116175242392,25,1,2
25_1_2_20170116175243754,25,1,2
25_1_2_20170116175245111,25,1,2
25_1_2_20170116175247157,25,1,2
25_1_2_20170116175248545,25,1,2
25_1_2_20170116175249315,25,1,2
25_1_2_20170116175250125,25,1,2
25_1_2_20170116175251099,25,1,2
25_1_2_20170116175251901,25,1,2
25_1_2_20170116175255617,25,1,2
25_1_2_20170116175258251,25,1,2
25_1_2_20170116175317571,25,1,2
25_1_2_20170116175319780,25,1,2
25_1_2_20170116175320721,25,1,2
25_1_2_20170116201708376,25,1,2
25_1_2_20170116223140371,25,1,2
25_1_2_20170117022422149,25,1,2
25_1_2_20170120133606995,25,1,2
25_1_3_20161220221512186,25,1,3
25_1_3_20161220221516834,25,1,3
25_1_3_20161220222256467,25,1,3
25_1_3_20170104214624646,25,1,3
25_1_3_20170104222218775,25,1,3
25_1_3_20170104222305855,25,1,3
25_1_3_20170104222315121,25,1,3
25_1_3_20170104222350215,25,1,3
25_1_3_20170104222454999,25,1,3
25_1_3_20170104222459455,25,1,3
25_1_3_20170104222509455,25,1,3
25_1_3_20170104222511735,25,1,3
25_1_3_20170104222513085,25,1,3
25_1_3_20170104223238159,25,1,3
25_1_3_20170104231305129,25,1,3
25_1_3_20170104231357826,25,1,3
25_1_3_20170104231501635,25,1,3
25_1_3_20170104231514978,25,1,3
25_1_3_20170104231534609,25,1,3
25_1_3_20170104232002457,25,1,3
25_1_3_20170104232025362,25,1,3
25_1_3_20170104232046530,25,1,3
25_1_3_20170104232048826,25,1,3
25_1_3_20170104232049890,25,1,3
25_1_3_20170104232058250,25,1,3
25_1_3_20170104232101034,25,1,3
25_1_3_20170104232710103,25,1,3
25_1_3_20170104234854715,25,1,3
25_1_3_20170104234936774,25,1,3
25_1_3_20170104234944475,25,1,3
25_1_3_20170105000930603,25,1,3
25_1_3_20170109132228225,25,1,3
25_1_3_20170109132634146,25,1,3
25_1_3_20170109134902771,25,1,3
25_1_3_20170109135843276,25,1,3
25_1_3_20170109213212198,25,1,3
25_1_3_20170109213236360,25,1,3
25_1_3_20170116003315293,25,1,3
25_1_3_20170116200907622,25,1,3
25_1_3_20170117140244350,25,1,3
25_1_3_20170117140714944,25,1,3
25_1_3_20170117141103735,25,1,3
25_1_3_20170117141253241,25,1,3
25_1_3_20170117141259263,25,1,3
25_1_3_20170117142157226,25,1,3
25_1_3_20170117142257810,25,1,3
25_1_3_20170117143756281,25,1,3
25_1_3_20170117143802585,25,1,3
25_1_3_20170117151134442,25,1,3
25_1_3_20170117151139179,25,1,3
25_1_3_20170117151149187,25,1,3
25_1_3_20170117151955147,25,1,3
25_1_3_20170117151958483,25,1,3
25_1_3_20170117152000516,25,1,3
25_1_3_20170117152019467,25,1,3
25_1_3_20170117152026220,25,1,3
25_1_3_20170117152028652,25,1,3
25_1_3_20170117152030871,25,1,3
25_1_3_20170117152032667,25,1,3
25_1_3_20170117152035011,25,1,3
25_1_3_20170117152134924,25,1,3
25_1_3_20170117164626473,25,1,3
25_1_3_20170117164722928,25,1,3
25_1_3_20170117180220918,25,1,3
25_1_3_20170117185558985,25,1,3
25_1_3_20170119150412270,25,1,3
25_1_3_20170119150911238,25,1,3
25_1_3_20170119151009470,25,1,3
25_1_3_20170119151524280,25,1,3
25_1_3_20170119153501863,25,1,3
25_1_3_20170119153526538,25,1,3
25_1_3_20170119154344723,25,1,3
25_1_3_20170119155132282,25,1,3
25_1_3_20170119163748638,25,1,3
25_1_3_20170119164527886,25,1,3
25_1_3_20170119171154440,25,1,3
25_1_3_20170119171206287,25,1,3
25_1_3_20170119171211913,25,1,3
25_1_3_20170119171512535,25,1,3
25_1_3_20170119171906505,25,1,3
25_1_3_20170119171913200,25,1,3
25_1_3_20170119171917192,25,1,3
25_1_3_20170119171920688,25,1,3
25_1_3_20170119171923120,25,1,3
25_1_3_20170119171925976,25,1,3
25_1_3_20170119171943592,25,1,3
25_1_3_20170119171949009,25,1,3
25_1_3_20170119171956657,25,1,3
25_1_3_20170119172014464,25,1,3
25_1_3_20170119172028785,25,1,3
25_1_3_20170119172045713,25,1,3
25_1_3_20170119172047553,25,1,3
25_1_3_20170119172048666,25,1,3
25_1_3_20170119172049633,25,1,3
25_1_3_20170119172050673,25,1,3
25_1_3_20170119172052720,25,1,3
25_1_3_20170119172053938,25,1,3
25_1_3_20170119172101233,25,1,3
25_1_3_20170119172102729,25,1,3
25_1_3_20170119172104288,25,1,3
25_1_3_20170119172106986,25,1,3
25_1_3_20170119172134400,25,1,3
25_1_3_20170119172135455,25,1,3
25_1_3_20170119172136505,25,1,3
25_1_3_20170119172137400,25,1,3
25_1_3_20170119172138225,25,1,3
25_1_3_20170119172140785,25,1,3
25_1_3_20170119172141792,25,1,3
25_1_3_20170119172143516,25,1,3
25_1_3_20170119172144676,25,1,3
25_1_3_20170119172145553,25,1,3
25_1_3_20170119172147361,25,1,3
25_1_3_20170119172149792,25,1,3
25_1_3_20170119172151113,25,1,3
25_1_3_20170119172152169,25,1,3
25_1_3_20170119195859404,25,1,3
25_1_4_20161220222242243,25,1,4
25_1_4_20161221193646742,25,1,4
25_1_4_20161221195850512,25,1,4
25_1_4_20161223214751864,25,1,4
25_1_4_20161223230018963,25,1,4
25_1_4_20170103180849713,25,1,4
25_1_4_20170103182320042,25,1,4
25_1_4_20170103210241074,25,1,4
25_1_4_20170103212758572,25,1,4
25_1_4_20170103223138663,25,1,4
25_1_4_20170103223548135,25,1,4
25_1_4_20170103223722679,25,1,4
25_1_4_20170103224600280,25,1,4
25_1_4_20170103224747408,25,1,4
25_1_4_20170103225751729,25,1,4
25_1_4_20170103225922392,25,1,4
25_1_4_20170103230205288,25,1,4
25_1_4_20170103230211911,25,1,4
25_1_4_20170103230304689,25,1,4
25_1_4_20170103233749355,25,1,4
25_1_4_20170103234056789,25,1,4
25_1_4_20170103235222492,25,1,4
25_1_4_20170117123859839,25,1,4
25_1_4_20170117150546627,25,1,4
25_1_4_20170117150958739,25,1,4
25_1_4_20170117151122740,25,1,4
25_1_4_20170117152015997,25,1,4
25_1_4_20170117193445813,25,1,4
25_1_4_20170117193813573,25,1,4
25_1_4_20170117193933452,25,1,4
25_1_4_20170117195141428,25,1,4
25_1_4_20170117195158652,25,1,4
25_1_4_20170119164406148,25,1,4
26_0_0_20170102233359482,26,0,0
26_0_0_20170103181004512,26,0,0
26_0_0_20170103181224784,26,0,0
26_0_0_20170103235356420,26,0,0
26_0_0_20170103235457445,26,0,0
26_0_0_20170103235702988,26,0,0
26_0_0_20170104022546750,26,0,0
26_0_0_20170104165824281,26,0,0
26_0_0_20170104170627658,26,0,0
26_0_0_20170104172735675,26,0,0
26_0_0_20170104194358449,26,0,0
26_0_0_20170104200830216,26,0,0
26_0_0_20170104201228553,26,0,0
26_0_0_20170104230421569,26,0,0
26_0_0_20170104230456289,26,0,0
26_0_0_20170105162452859,26,0,0
26_0_0_20170105162648388,26,0,0
26_0_0_20170105163435235,26,0,0
26_0_0_20170105164133579,26,0,0
26_0_0_20170105183712607,26,0,0
26_0_0_20170108235818665,26,0,0
26_0_0_20170112205758123,26,0,0
26_0_0_20170112205800959,26,0,0
26_0_0_20170113133551354,26,0,0
26_0_0_20170113134718713,26,0,0
26_0_0_20170113135244994,26,0,0
26_0_0_20170113135319121,26,0,0
26_0_0_20170113135336472,26,0,0
26_0_0_20170113135451673,26,0,0
26_0_0_20170113152221966,26,0,0
26_0_0_20170113181817014,26,0,0
26_0_0_20170113182141220,26,0,0
26_0_0_20170113182320758,26,0,0
26_0_0_20170113210126011,26,0,0
26_0_0_20170113210126194,26,0,0
26_0_0_20170113210126312,26,0,0
26_0_0_20170113210126348,26,0,0
26_0_0_20170113210126366,26,0,0
26_0_0_20170113210126663,26,0,0
26_0_0_20170113210126674,26,0,0
26_0_0_20170113210126726,26,0,0
26_0_0_20170113210126743,26,0,0
26_0_0_20170113210126924,26,0,0
26_0_0_20170113210126964,26,0,0
26_0_0_20170113210127157,26,0,0
26_0_0_20170113210127170,26,0,0
26_0_0_20170113210127179,26,0,0
26_0_0_20170113210127209,26,0,0
26_0_0_20170113210127258,26,0,0
26_0_0_20170113210127277,26,0,0
26_0_0_20170113210127287,26,0,0
26_0_0_20170113210127300,26,0,0
26_0_0_20170113210127348,26,0,0
26_0_0_20170113210127395,26,0,0
26_0_0_20170113210127400,26,0,0
26_0_0_20170113210127408,26,0,0
26_0_0_20170113210127410,26,0,0
26_0_0_20170113210127413,26,0,0
26_0_0_20170113210127432,26,0,0
26_0_0_20170113210127487,26,0,0
26_0_0_20170113210127510,26,0,0
26_0_0_20170113210319024,26,0,0
26_0_0_20170113210319156,26,0,0
26_0_0_20170113210319406,26,0,0
26_0_0_20170113210319560,26,0,0
26_0_0_20170113210319768,26,0,0
26_0_0_20170113210319774,26,0,0
26_0_0_20170113210319790,26,0,0
26_0_0_20170113210319942,26,0,0
26_0_0_20170113210604209,26,0,0
26_0_0_20170113210604814,26,0,0
26_0_0_20170113210605010,26,0,0
26_0_0_20170113210605220,26,0,0
26_0_0_20170113210605270,26,0,0
26_0_0_20170113210605280,26,0,0
26_0_0_20170113210605342,26,0,0
26_0_0_20170113210605379,26,0,0
26_0_0_20170113210605384,26,0,0
26_0_0_20170113210605429,26,0,0
26_0_0_20170114032951327,26,0,0
26_0_0_20170114034218562,26,0,0
26_0_0_20170116152556326,26,0,0
26_0_0_20170116180418155,26,0,0
26_0_0_20170116180849908,26,0,0
26_0_0_20170116181050820,26,0,0
26_0_0_20170116181255495,26,0,0
26_0_0_20170116182305836,26,0,0
26_0_0_20170116182307851,26,0,0
26_0_0_20170116183026094,26,0,0
26_0_0_20170116192052348,26,0,0
26_0_0_20170116192554607,26,0,0
26_0_0_20170116193141738,26,0,0
26_0_0_20170116193220165,26,0,0
26_0_0_20170116193305807,26,0,0
26_0_0_20170116193316697,26,0,0
26_0_0_20170116193409254,26,0,0
26_0_0_20170116200900839,26,0,0
26_0_0_20170116203116520,26,0,0
26_0_0_20170116203328402,26,0,0
26_0_0_20170116203343708,26,0,0
26_0_0_20170116204056556,26,0,0
26_0_0_20170116204100913,26,0,0
26_0_0_20170116205232826,26,0,0
26_0_0_20170116205259187,26,0,0
26_0_0_20170116210147173,26,0,0
26_0_0_20170116210456112,26,0,0
26_0_0_20170116212048433,26,0,0
26_0_0_20170116215521714,26,0,0
26_0_0_20170116215855605,26,0,0
26_0_0_20170116224759206,26,0,0
26_0_0_20170116224814179,26,0,0
26_0_0_20170116224821430,26,0,0
26_0_0_20170116224826344,26,0,0
26_0_0_20170116224830372,26,0,0
26_0_0_20170116224849492,26,0,0
26_0_0_20170116224921695,26,0,0
26_0_0_20170116224934139,26,0,0
26_0_0_20170116225120267,26,0,0
26_0_0_20170116225130512,26,0,0
26_0_0_20170116232418087,26,0,0
26_0_0_20170116232422006,26,0,0
26_0_0_20170116232619054,26,0,0
26_0_0_20170116232725357,26,0,0
26_0_0_20170116232936514,26,0,0
26_0_0_20170116233047853,26,0,0
26_0_0_20170116233436547,26,0,0
26_0_0_20170116235217494,26,0,0
26_0_0_20170117000343982,26,0,0
26_0_0_20170117003310493,26,0,0
26_0_0_20170117003319885,26,0,0
26_0_0_20170117003324706,26,0,0
26_0_0_20170117003329930,26,0,0
26_0_0_20170117003342340,26,0,0
26_0_0_20170117090952435,26,0,0
26_0_0_20170117091143436,26,0,0
26_0_0_20170117091206389,26,0,0
26_0_0_20170117091213670,26,0,0
26_0_0_20170117091437385,26,0,0
26_0_0_20170117091440776,26,0,0
26_0_0_20170117091532995,26,0,0
26_0_0_20170117114657664,26,0,0
26_0_0_20170117120944631,26,0,0
26_0_0_20170117140938167,26,0,0
26_0_0_20170117144510833,26,0,0
26_0_0_20170117144522395,26,0,0
26_0_0_20170117144704233,26,0,0
26_0_0_20170117152311509,26,0,0
26_0_0_20170117152347004,26,0,0
26_0_0_20170117152350379,26,0,0
26_0_0_20170117152636524,26,0,0
26_0_0_20170117152804731,26,0,0
26_0_0_20170117152914653,26,0,0
26_0_0_20170117153056836,26,0,0
26_0_0_20170117153343071,26,0,0
26_0_0_20170117153645909,26,0,0
26_0_0_20170117154314150,26,0,0
26_0_0_20170117154331222,26,0,0
26_0_0_20170117155115749,26,0,0
26_0_0_20170117170706453,26,0,0
26_0_0_20170117170723363,26,0,0
26_0_0_20170117170940347,26,0,0
26_0_0_20170117171613595,26,0,0
26_0_0_20170117171702618,26,0,0
26_0_0_20170117171705044,26,0,0
26_0_0_20170117171708077,26,0,0
26_0_0_20170117171714931,26,0,0
26_0_0_20170117171750643,26,0,0
26_0_0_20170117171759796,26,0,0
26_0_0_20170117171909243,26,0,0
26_0_0_20170117171921227,26,0,0
26_0_0_20170117171932498,26,0,0
26_0_0_20170117172021611,26,0,0
26_0_0_20170117172035787,26,0,0
26_0_0_20170117172041755,26,0,0
26_0_0_20170117172056035,26,0,0
26_0_0_20170117172106787,26,0,0
26_0_0_20170117172146059,26,0,0
26_0_0_20170117172151444,26,0,0
26_0_0_20170117172153925,26,0,0
26_0_0_20170117172157291,26,0,0
26_0_0_20170117172201507,26,0,0
26_0_0_20170117172222445,26,0,0
26_0_0_20170117172408564,26,0,0
26_0_0_20170117172431020,26,0,0
26_0_0_20170117172433732,26,0,0
26_0_0_20170117172442867,26,0,0
26_0_0_20170117172603774,26,0,0
26_0_0_20170117172613381,26,0,0
26_0_0_20170117172620391,26,0,0
26_0_0_20170117172624038,26,0,0
26_0_0_20170117172630031,26,0,0
26_0_0_20170117172649700,26,0,0
26_0_0_20170117172704775,26,0,0
26_0_0_20170117172707381,26,0,0
26_0_0_20170117172737876,26,0,0
26_0_0_20170117172810523,26,0,0
26_0_0_20170117172820860,26,0,0
26_0_0_20170117172824779,26,0,0
26_0_0_20170117172830773,26,0,0
26_0_0_20170117172856799,26,0,0
26_0_0_20170117172928270,26,0,0
26_0_0_20170117172931573,26,0,0
26_0_0_20170117173120220,26,0,0
26_0_0_20170117173206140,26,0,0
26_0_0_20170117173239213,26,0,0
26_0_0_20170117173244372,26,0,0
26_0_0_20170117173249413,26,0,0
26_0_0_20170117173416661,26,0,0
26_0_0_20170117173437732,26,0,0
26_0_0_20170117173443951,26,0,0
26_0_0_20170117173447156,26,0,0
26_0_0_20170117173510724,26,0,0
26_0_0_20170117184723591,26,0,0
26_0_0_20170117195426941,26,0,0
26_0_0_20170117195441085,26,0,0
26_0_0_20170117195443924,26,0,0
26_0_0_20170117195446239,26,0,0
26_0_0_20170117195448787,26,0,0
26_0_0_20170117195452420,26,0,0
26_0_0_20170117195505325,26,0,0
26_0_0_20170117195612332,26,0,0
26_0_0_20170117195617829,26,0,0
26_0_0_20170117195622444,26,0,0
26_0_0_20170117195728500,26,0,0
26_0_0_20170117195743604,26,0,0
26_0_0_20170117195820069,26,0,0
26_0_0_20170117195903790,26,0,0
26_0_0_20170117195907555,26,0,0
26_0_0_20170117195919229,26,0,0
26_0_0_20170117195926293,26,0,0
26_0_0_20170117195939941,26,0,0
26_0_0_20170117195959667,26,0,0
26_0_0_20170117200030565,26,0,0
26_0_0_20170117200045150,26,0,0
26_0_0_20170117200055853,26,0,0
26_0_0_20170117200135805,26,0,0
26_0_0_20170117200149083,26,0,0
26_0_0_20170117200152694,26,0,0
26_0_0_20170117200559815,26,0,0
26_0_0_20170117200723805,26,0,0
26_0_0_20170117201116334,26,0,0
26_0_0_20170117201133309,26,0,0
26_0_0_20170117201346990,26,0,0
26_0_0_20170119172232809,26,0,0
26_0_0_20170119175520123,26,0,0
26_0_0_20170119175528635,26,0,0
26_0_0_20170119180056835,26,0,0
26_0_0_20170119180114276,26,0,0
26_0_0_20170119180126156,26,0,0
26_0_0_20170119180138027,26,0,0
26_0_0_20170119180141460,26,0,0
26_0_0_20170119180207803,26,0,0
26_0_0_20170119180222692,26,0,0
26_0_0_20170119180652115,26,0,0
26_0_0_20170119184314895,26,0,0
26_0_0_20170119184315753,26,0,0
26_0_0_20170120134035224,26,0,0
26_0_0_20170120134036223,26,0,0
26_0_0_20170120134052839,26,0,0
26_0_0_20170120134250839,26,0,0
26_0_0_20170120134255183,26,0,0
26_0_0_20170120134358310,26,0,0
26_0_0_20170120134406935,26,0,0
26_0_0_20170120134533448,26,0,0
26_0_0_20170120134634767,26,0,0
26_0_0_20170120134635670,26,0,0
26_0_0_20170120140037464,26,0,0
26_0_0_20170120140714337,26,0,0
26_0_1_20170103180959080,26,0,1
26_0_1_20170103181054528,26,0,1
26_0_1_20170103210459306,26,0,1
26_0_1_20170103235317796,26,0,1
26_0_1_20170104170637953,26,0,1
26_0_1_20170104230506569,26,0,1
26_0_1_20170105183720623,26,0,1
26_0_1_20170105183731642,26,0,1
26_0_1_20170105183906447,26,0,1
26_0_1_20170112210717501,26,0,1
26_0_1_20170113132700512,26,0,1
26_0_1_20170113133114391,26,0,1
26_0_1_20170113133259775,26,0,1
26_0_1_20170113133847367,26,0,1
26_0_1_20170113133950129,26,0,1
26_0_1_20170113134232465,26,0,1
26_0_1_20170113134233888,26,0,1
26_0_1_20170113134235602,26,0,1
26_0_1_20170113134247025,26,0,1
26_0_1_20170113134249474,26,0,1
26_0_1_20170113134255295,26,0,1
26_0_1_20170113134328745,26,0,1
26_0_1_20170113134330586,26,0,1
26_0_1_20170113134332736,26,0,1
26_0_1_20170113134349843,26,0,1
26_0_1_20170113134354008,26,0,1
26_0_1_20170113134355472,26,0,1
26_0_1_20170113134356512,26,0,1
26_0_1_20170113134358506,26,0,1
26_0_1_20170113134400497,26,0,1
26_0_1_20170113134653322,26,0,1
26_0_1_20170113134729040,26,0,1
26_0_1_20170113134737474,26,0,1
26_0_1_20170113134739602,26,0,1
26_0_1_20170113134742393,26,0,1
26_0_1_20170113134802314,26,0,1
26_0_1_20170113134808970,26,0,1
26_0_1_20170113134812602,26,0,1
26_0_1_20170113135238738,26,0,1
26_0_1_20170113135240994,26,0,1
26_0_1_20170113135255058,26,0,1
26_0_1_20170113135256601,26,0,1
26_0_1_20170113135301873,26,0,1
26_0_1_20170113135304305,26,0,1
26_0_1_20170113135316041,26,0,1
26_0_1_20170113135322642,26,0,1
26_0_1_20170113135339953,26,0,1
26_0_1_20170113135342690,26,0,1
26_0_1_20170113135416706,26,0,1
26_0_1_20170113135514506,26,0,1
26_0_1_20170113135516970,26,0,1
26_0_1_20170113135532482,26,0,1
26_0_1_20170113135547147,26,0,1
26_0_1_20170113135556026,26,0,1
26_0_1_20170113135559835,26,0,1
26_0_1_20170113145620590,26,0,1
26_0_1_20170113151515272,26,0,1
26_0_1_20170113151548832,26,0,1
26_0_1_20170113151606607,26,0,1
26_0_1_20170113151608208,26,0,1
26_0_1_20170113151630983,26,0,1
26_0_1_20170113151632526,26,0,1
26_0_1_20170113151639816,26,0,1
26_0_1_20170113151641880,26,0,1
26_0_1_20170113151645856,26,0,1
26_0_1_20170113151659634,26,0,1
26_0_1_20170113151702303,26,0,1
26_0_1_20170113151713536,26,0,1
26_0_1_20170113151756520,26,0,1
26_0_1_20170113151758038,26,0,1
26_0_1_20170113151918513,26,0,1
26_0_1_20170113151923696,26,0,1
26_0_1_20170113151924968,26,0,1
26_0_1_20170113151928393,26,0,1
26_0_1_20170113151947665,26,0,1
26_0_1_20170113152019432,26,0,1
26_0_1_20170113152056920,26,0,1
26_0_1_20170113152156561,26,0,1
26_0_1_20170113152216521,26,0,1
26_0_1_20170113152734393,26,0,1
26_0_1_20170113152741498,26,0,1
26_0_1_20170113152819985,26,0,1
26_0_1_20170113152835192,26,0,1
26_0_1_20170113152845329,26,0,1
26_0_1_20170113152847713,26,0,1
26_0_1_20170113152913048,26,0,1
26_0_1_20170113154700499,26,0,1
26_0_1_20170113154704138,26,0,1
26_0_1_20170113154809050,26,0,1
26_0_1_20170113154843417,26,0,1
26_0_1_20170113154903732,26,0,1
26_0_1_20170113154905482,26,0,1
26_0_1_20170113154951523,26,0,1
26_0_1_20170113155008827,26,0,1
26_0_1_20170113155015170,26,0,1
26_0_1_20170113155018211,26,0,1
26_0_1_20170113155022867,26,0,1
26_0_1_20170113155031025,26,0,1
26_0_1_20170113155100771,26,0,1
26_0_1_20170113155103554,26,0,1
26_0_1_20170113155124217,26,0,1
26_0_1_20170113174249954,26,0,1
26_0_1_20170113174952963,26,0,1
26_0_1_20170113175136531,26,0,1
26_0_1_20170113175217148,26,0,1
26_0_1_20170113175359836,26,0,1
26_0_1_20170113175434540,26,0,1
26_0_1_20170113181413611,26,0,1
26_0_1_20170113181549340,26,0,1
26_0_1_20170113181814396,26,0,1
26_0_1_20170113181829839,26,0,1
26_0_1_20170113182414254,26,0,1
26_0_1_20170113182433174,26,0,1
26_0_1_20170113182601062,26,0,1
26_0_1_20170113182724502,26,0,1
26_0_1_20170113182742605,26,0,1
26_0_1_20170114031743417,26,0,1
26_0_1_20170114031951577,26,0,1
26_0_1_20170114032944348,26,0,1
26_0_1_20170114033015053,26,0,1
26_0_1_20170114033050455,26,0,1
26_0_1_20170114033559337,26,0,1
26_0_1_20170116003707203,26,0,1
26_0_1_20170116005302166,26,0,1
26_0_1_20170116010015989,26,0,1
26_0_1_20170116010019224,26,0,1
26_0_1_20170116010114628,26,0,1
26_0_1_20170116010315712,26,0,1
26_0_1_20170116010432759,26,0,1
26_0_1_20170116010530676,26,0,1
26_0_1_20170116010639525,26,0,1
26_0_1_20170116010816035,26,0,1
26_0_1_20170116010920708,26,0,1
26_0_1_20170116024208336,26,0,1
26_0_1_20170116024232879,26,0,1
26_0_1_20170116024617265,26,0,1
26_0_1_20170116024646322,26,0,1
26_0_1_20170116024841535,26,0,1
26_0_1_20170116025854980,26,0,1
26_0_1_20170116025952653,26,0,1
26_0_1_20170116030131527,26,0,1
26_0_1_20170116030153348,26,0,1
26_0_1_20170116142850729,26,0,1
26_0_1_20170116142853699,26,0,1
26_0_1_20170116142927380,26,0,1
26_0_1_20170116142947678,26,0,1
26_0_1_20170116143035440,26,0,1
26_0_1_20170116143037391,26,0,1
26_0_1_20170116143057934,26,0,1
26_0_1_20170116153040656,26,0,1
26_0_1_20170116181040400,26,0,1
26_0_1_20170116181113305,26,0,1
26_0_1_20170116182114342,26,0,1
26_0_1_20170116182126537,26,0,1
26_0_1_20170116182128259,26,0,1
26_0_1_20170116182136243,26,0,1
26_0_1_20170116182254548,26,0,1
26_0_1_20170116182256853,26,0,1
26_0_1_20170116182311719,26,0,1
26_0_1_20170116182622730,26,0,1
26_0_1_20170116183512340,26,0,1
26_0_1_20170116183514931,26,0,1
